,City,Cloudiness,Country,Date,Humidity,Longitude,Latitude,Max Temp,Wind Speed,Pressure
447,Fortuna Foothills,1,US,1565570509,15,-114.41,32.66,41.0,3.6,1008.0
448,Monrovia,75,LR,1565570497,94,-10.8,6.33,23.0,3.51,1017.0
449,Invermere,100,CA,1565570509,93,-116.03,50.51,15.56,0.83,1012.0
450,Cutervo,0,PE,1565570509,73,-78.82,-6.38,15.32,4.27,1014.2
451,Vardo,1,US,1565570146,34,-77.74,39.62,26.0,2.1,1017.0
452,Inhambane,0,MZ,1565570194,90,35.38,-23.87,17.32,2.86,1017.37
453,Joensuu,0,FI,1565570509,66,29.76,62.6,12.0,5.1,1013.0
454,Shankargarh,68,IN,1565570509,68,81.61,25.19,29.12,4.87,999.58
455,Mount Isa,0,AU,1565570134,36,139.49,-20.73,16.0,7.2,1023.0
456,Sorong,59,ID,1565570510,83,131.25,-0.86,26.72,4.27,1013.05
457,Dickinson,90,US,1565570419,100,-102.79,46.88,21.11,10.8,1013.0
458,Linhares,0,BR,1565570510,89,-40.06,-19.38,20.62,1.26,1021.95
459,Goundam,83,ML,1565570201,38,-3.66,16.42,34.02,6.57,1009.49
460,Duldurga,66,RU,1565570510,69,113.59,50.67,17.32,1.88,1006.64
461,Hays,1,US,1565570511,62,-99.33,38.88,32.78,9.3,1011.0
462,Goderich,27,CA,1565570163,70,-81.71,43.74,23.33,3.37,1015.0
463,North Bend,1,US,1565570225,68,-124.22,43.41,26.67,5.1,1021.0
464,Noumea,90,NC,1565570175,73,166.46,-22.28,23.0,4.1,1017.0
465,Newport,19,GB,1565570481,93,-3.0,51.59,14.44,2.1,1013.0
466,Kazuno,75,JP,1565570511,83,140.83,40.2,25.0,1.5,1008.0
467,Sechura,12,PE,1565570511,84,-80.82,-5.56,16.82,7.41,1011.07
468,Elko,1,US,1565570511,15,-115.76,40.83,27.0,5.1,1020.0
469,Sibolga,100,ID,1565570183,81,98.78,1.74,27.02,4.55,1011.36
470,Kushima,75,JP,1565570185,83,131.29,31.5,29.0,5.1,1003.0
471,Kuytun,0,RU,1565570512,84,101.51,54.34,11.42,3.11,1013.32
472,Yako,43,BF,1565570512,79,-2.26,12.96,25.72,4.19,1012.43
473,Dayong,0,CN,1565570512,74,118.29,25.02,30.0,3.0,1001.0
474,Taksimo,100,RU,1565570512,51,114.84,56.36,18.12,1.69,1001.49
475,Kurilsk,100,RU,1565570127,85,147.88,45.23,13.72,3.17,1011.91
476,Chara,0,GR,1565570512,47,22.43,39.42,27.0,0.41,1014.0
477,Emba,0,CY,1565570513,68,32.42,34.81,25.0,3.6,1004.0
478,Perth,0,AU,1565570336,54,115.86,-31.95,17.22,6.2,1022.0
479,San Jose,1,HN,1565570391,43,-87.96,14.25,31.0,4.6,1014.0
480,Doha,0,QA,1565570513,36,51.53,25.29,35.0,2.1,995.0
481,Toora-Khem,42,RU,1565570513,93,96.11,52.47,7.32,0.5,1016.52
482,Benghazi,0,LY,1565570513,78,20.07,32.12,26.12,5.73,1009.1
483,Ciudad Bolivar,7,VE,1565570514,77,-63.55,8.12,26.42,2.7,1011.25
484,Hay River,20,CA,1565570514,49,-115.79,60.82,20.0,3.6,1015.0
485,Chifeng,99,CN,1565570191,91,118.96,42.27,16.62,6.4,1005.31
486,Baghdad,0,IQ,1565570514,24,44.38,33.3,32.0,3.6,995.0
487,Iguape,55,BR,1565570514,94,-47.56,-24.7,16.52,0.44,1022.38
488,Calabozo,17,VE,1565570514,94,-67.43,8.92,24.42,1.52,1011.5
489,Bundaberg,0,AU,1565570203,26,152.35,-24.87,18.33,5.1,1020.0
490,Barcelos,50,BR,1565570454,94,-62.93,-0.97,23.62,0.85,1010.85
491,Miharu,75,JP,1565570515,78,140.49,37.44,27.78,4.1,1011.0
492,Mamontovo,0,RU,1565570515,60,81.63,52.71,14.52,1.97,1012.16
493,Northam,0,AU,1565570224,50,116.67,-31.65,14.0,7.2,1022.0
494,Orje,94,NO,1565570515,90,11.66,59.48,16.11,2.24,999.0
495,Malanville,0,NE,1565570515,78,3.39,11.86,25.32,4.27,1012.33
496,Bacsalmas,0,HU,1565570515,56,19.33,46.13,23.42,1.75,1013.87
497,Roald,100,NO,1565569988,100,6.12,62.58,15.0,1.0,1000.0
498,Santa Maria,40,BR,1565570516,47,-48.01,-16.02,24.0,2.6,1023.0
499,Beira,20,ES,1565570516,93,-8.36,43.2,16.67,2.1,1023.0
500,Tuscaloosa,1,US,1565570387,59,-87.57,33.21,33.0,2.6,1014.0
501,Denpasar,20,ID,1565570339,88,115.22,-8.65,26.0,3.1,1013.0
502,Sindor,19,RU,1565570516,81,51.9,62.87,3.92,4.63,1012.14
503,Isangel,75,VU,1565570289,70,169.27,-19.55,30.0,4.1,1014.0
504,Kamaishi,75,JP,1565570517,88,141.86,39.28,23.0,1.5,1009.0
505,Vancouver,75,CA,1565570258,68,-123.12,49.26,21.11,4.6,1018.0
506,Avera,1,US,1565570199,79,-82.53,33.19,31.0,2.1,1014.0
507,Atambua,1,ID,1565570233,65,124.89,-9.11,25.32,4.57,1015.85
508,Bejar,0,AL,1565570517,63,19.83,40.49,25.02,1.55,1012.76
509,Rawson,75,AR,1565570221,86,-65.11,-43.3,5.0,3.6,1021.0
510,Aswan,0,EG,1565570517,12,32.9,24.09,29.62,3.96,1005.75
511,Trinidad,0,BO,1565570232,69,-64.9,-14.83,26.0,1.46,1012.0
512,Menongue,0,AO,1565570517,31,17.68,-14.66,12.12,1.62,1018.26
513,Govlyar,75,AZ,1565570518,46,45.73,40.95,22.0,5.1,1016.0
514,Tazovskiy,63,RU,1565570518,84,78.7,67.47,4.82,5.54,1013.17
515,Ampanihy,0,MG,1565570518,72,44.75,-24.69,18.22,2.9,1019.55
516,Hongjiang,0,CN,1565570518,73,109.83,27.21,24.52,1.11,1002.87
517,Kavieng,92,PG,1565569934,72,150.8,-2.57,27.22,1.73,1011.59
518,Valdez,20,US,1565570519,46,-146.35,61.13,23.0,3.1,1016.0
519,Grodkow,0,PL,1565570519,72,17.38,50.7,20.0,0.5,1014.0
520,Karibib,0,NA,1565570519,29,15.86,-21.94,13.92,2.24,1018.48
521,Hambantota,100,LK,1565570151,80,81.12,6.12,26.92,10.07,1008.63
522,Rovinj,0,HR,1565570519,88,13.64,45.08,26.0,3.6,1012.0
523,San Carlos Park,20,US,1565570519,88,-81.81,26.47,29.0,4.36,1015.0
524,Kurumkan,100,RU,1565570520,97,110.32,54.33,7.92,3.59,1007.15
525,Kenai,1,US,1565569907,36,-151.26,60.55,26.0,3.6,1017.0
526,Bonavista,100,CA,1565570520,81,-53.11,48.65,17.78,0.89,1002.0
527,Grootfontein,0,NA,1565570520,37,18.1,-19.56,11.62,1.9,1018.36
528,Shimsk,29,RU,1565570521,98,30.71,58.21,12.22,1.71,1014.13
529,Kudat,75,MY,1565570521,88,116.84,6.89,27.0,1.5,1010.0
530,Xining,0,CN,1565570201,55,101.77,36.62,12.02,0.88,1012.48
531,Bathsheba,40,BB,1565570164,83,-59.52,13.22,27.0,8.7,1015.0
532,Chapais,75,CA,1565570217,77,-74.86,49.78,16.0,1.5,1008.0
533,Onega,37,RU,1565570521,82,38.09,63.91,7.02,3.51,1018.92
534,Buraydah,0,SA,1565570521,34,43.97,26.33,26.0,3.6,1005.0
535,Ngunguru,2,NZ,1565570522,75,174.5,-35.62,16.11,3.13,1000.0
536,Cabra,0,ES,1565570522,27,-4.43,37.47,23.0,2.1,1016.0
537,Tabou,92,CI,1565570174,83,-7.36,4.42,22.62,1.49,1016.46
538,Kalat,11,PK,1565570522,76,66.58,29.03,20.62,1.37,1001.78
539,Millinocket,20,US,1565570522,60,-68.71,45.66,20.56,1.5,1009.0
540,Aklavik,90,CA,1565570211,62,-135.01,68.22,11.0,4.1,1012.0
541,Beyneu,0,KZ,1565570186,54,55.19,45.32,20.22,7.02,1007.56
542,Songling,0,CN,1565570522,70,120.72,31.19,33.89,4.0,999.0
543,Maxixe,0,MZ,1565570523,90,35.35,-23.86,17.32,2.86,1017.37
544,Ondjiva,0,AO,1565570523,25,15.73,-17.07,17.52,2.47,1016.78
545,Sungaipenuh,90,ID,1565570523,80,101.38,-2.08,22.12,0.98,1012.01
546,Marinette,90,US,1565570523,78,-87.63,45.1,23.89,1.73,1014.0
547,Yar-Sale,100,RU,1565570523,67,70.83,66.83,8.62,4.79,1013.22
548,Tacna,90,PE,1565570524,82,-70.25,-18.01,15.0,2.6,1018.0
549,Paragominas,58,BR,1565570524,63,-47.35,-3.0,25.32,1.7,1013.29
550,Salinas,1,US,1565570524,42,-121.66,36.67,30.0,8.2,1014.0
551,Saint-Joseph,90,FR,1565570216,88,6.97,43.56,25.0,1.5,1012.0
552,Itamaraca,40,BR,1565570524,78,-34.83,-7.75,25.0,3.6,1018.0
553,Thurles,94,IE,1565570524,91,-7.82,52.68,12.22,1.34,1014.0
554,Senneterre,75,CA,1565570525,100,-77.24,48.39,17.0,2.1,1010.0
555,Beloha,0,MG,1565570525,64,45.06,-25.17,19.52,3.65,1019.85
556,Golfito,100,CR,1565570525,93,-83.17,8.64,24.82,2.36,1009.96
557,Conde,59,BR,1565570525,98,-37.61,-11.81,20.12,1.4,1019.8
558,Metro,35,ID,1565570525,85,105.31,-5.11,22.22,2.8,1012.17
559,Thunder Bay,5,CA,1565570525,36,-89.26,48.41,24.0,3.6,1013.0
560,Pevek,3,RU,1565570189,92,170.27,69.7,3.12,10.07,1013.74
561,Southbridge,1,US,1565570526,72,-72.03,42.08,22.78,2.6,1015.0
562,San Andres,97,PH,1565570240,68,122.68,13.32,28.62,2.64,1007.45
563,Mendi,100,ET,1565570528,96,35.1,9.8,15.82,2.21,1014.15
564,Basoko,98,CD,1565570529,96,23.61,1.23,21.62,0.91,1012.74
565,Mutsu,75,JP,1565570529,94,141.2,41.29,25.0,1.5,1009.0
566,Khodz,0,RU,1565570529,63,40.71,44.52,14.62,1.5,1017.83
567,Teya,75,MX,1565570529,58,-89.07,21.05,31.0,5.1,1014.0
568,Palauig,96,PH,1565570529,78,119.9,15.44,28.72,8.57,1007.59
569,Ahipara,47,NZ,1565570191,100,173.16,-35.17,15.56,12.92,1000.0
570,Mweka,5,CD,1565570530,68,21.56,-4.85,23.62,0.96,1011.47
571,Imbituba,75,BR,1565570530,77,-48.67,-28.24,18.0,6.2,1021.0
572,Ulkan,100,RU,1565570530,81,107.32,57.24,11.22,5.61,1005.89
573,Kropotkin,0,RU,1565570530,55,40.58,45.43,16.82,1.4,1018.34
574,Thai Binh,0,VN,1565570530,79,106.33,20.45,31.0,2.1,1001.0
575,Dicabisagan,100,PH,1565570530,77,122.42,17.08,28.02,0.45,1005.38
576,Barra Patuca,27,HN,1565570531,76,-84.28,15.8,29.12,6.83,1012.4
577,Leiyang,16,CN,1565570531,64,112.85,26.42,29.22,0.42,1001.93
578,Cuitlahuac,20,MX,1565570531,66,-96.72,18.82,30.56,5.7,1012.0
579,Shimoda,75,JP,1565570204,100,138.93,34.7,28.0,4.1,1008.0
580,Sarany,100,RU,1565570531,99,58.76,58.55,12.92,1.28,1001.63
581,Arlit,25,NE,1565570140,22,7.39,18.74,35.72,6.77,1006.1
582,Itapirapua,0,BR,1565570532,33,-50.61,-15.82,25.32,0.81,1015.03
583,Ulladulla,40,AU,1565570508,54,150.48,-35.36,13.0,4.6,1019.0
584,Alice Springs,0,AU,1565569882,54,133.88,-23.7,13.0,6.2,1027.0
585,Alofi,75,NU,1565570149,74,-169.92,-19.06,27.0,6.7,1017.0
586,Paita,0,PE,1565570532,88,-81.11,-5.09,16.52,9.85,1010.57
587,Nemuro,75,JP,1565570532,88,145.57,43.32,17.0,4.1,1011.0
588,Pangody,90,RU,1565570532,63,74.49,65.85,8.62,5.72,1014.03
589,Caucaia,0,BR,1565570222,83,-38.66,-3.73,26.0,3.6,1016.0
590,Zyryanovsk,0,KZ,1565570533,64,84.27,49.74,10.42,2.37,1012.75
591,Mozarlandia,0,BR,1565570533,38,-50.57,-14.74,25.72,1.73,1014.44
592,Shache,40,CN,1565570046,72,77.24,38.42,23.33,1.51,1021.0
593,Rantepao,56,ID,1565570533,86,119.9,-2.97,17.82,1.19,1013.58
594,Gavle,51,SE,1565570533,86,17.14,60.67,15.56,4.02,1004.0
595,Borba,57,BR,1565570533,50,-59.59,-4.39,26.22,0.72,1010.32
596,Fernley,1,US,1565570534,14,-119.25,39.61,29.0,4.6,1019.0
597,Mehamn,75,NO,1565570133,93,27.85,71.03,9.0,1.0,1007.0
598,Bani,100,YE,1565570534,80,42.93,16.02,30.12,7.32,1005.92
599,Basco,75,US,1565570534,74,-91.2,40.33,29.0,1.98,1014.0
600,Byron Bay,0,AU,1565570534,44,153.62,-28.65,16.11,7.2,1018.0
601,Ust-Koksa,0,RU,1565570534,84,85.62,50.27,4.92,0.87,1014.17
602,Ipoh,75,MY,1565570534,83,101.08,4.59,26.0,1.5,1010.0
603,Kostomuksha,33,RU,1565570535,79,30.6,64.59,8.12,2.45,1014.25
604,Tamandare,84,BR,1565570535,50,-70.75,-8.28,27.32,0.54,1010.96
605,Haines Junction,100,CA,1565570126,37,-137.51,60.75,17.42,0.88,1015.65
606,Manggar,49,ID,1565570152,80,108.27,-2.88,25.82,2.89,1011.06
607,Hauterive,1,CA,1565570535,72,-68.27,49.18,17.0,3.6,1004.0
608,Marsa Matruh,0,EG,1565570535,73,27.25,31.35,26.32,3.08,1007.29
609,Port-Gentil,20,GA,1565570041,94,8.78,-0.72,22.0,2.1,1016.0
610,Beisfjord,97,NO,1565570535,93,17.6,68.38,13.89,4.6,1003.0
611,Nelson Bay,75,AU,1565570536,50,152.14,-32.72,15.56,7.7,1019.0
612,Oksfjord,100,NO,1565570536,87,22.35,70.24,14.0,5.1,1005.0
613,Shizukuishi,75,JP,1565570536,88,140.98,39.7,27.0,1.5,1009.0
614,Riachao das Neves,7,BR,1565570536,49,-44.91,-11.75,21.32,0.94,1016.84
615,Valparaiso,90,US,1565570476,69,-87.06,41.47,27.0,1.5,1015.0
616,Vanderhoof,100,CA,1565570536,56,-124.02,54.02,19.72,2.13,1010.92
617,Darnah,0,LY,1565570537,82,22.64,32.77,26.22,7.49,1008.01
618,Baoding,88,CN,1565570537,68,115.49,38.86,25.32,1.87,1000.37
619,Adrar,0,DZ,1565570242,9,-0.29,27.87,36.0,4.6,1009.0
620,Santa Rosa,33,AR,1565570264,30,-64.29,-36.62,10.12,3.11,1016.47
621,Altusried,97,DE,1565570537,93,10.21,47.81,17.78,1.35,1018.0
622,Aosta,40,IT,1565570537,88,7.32,45.74,24.0,1.0,1013.0
623,Demyansk,73,RU,1565570537,98,32.46,57.64,12.52,2.48,1015.09
624,Am Timan,100,TD,1565570538,91,20.28,11.04,21.32,0.52,1012.06
625,Abnub,0,EG,1565570538,21,31.15,27.27,27.32,1.83,1006.34
626,Lisakovsk,100,KZ,1565570538,43,62.49,52.55,22.42,6.9,1000.67
627,Devils Lake,1,US,1565570286,60,-98.87,48.11,21.0,3.1,1017.0
628,Balloszog,0,HU,1565570538,82,19.57,46.86,21.67,1.0,1015.0
629,Karratha,30,AU,1565570236,24,116.85,-20.74,20.42,5.9,1018.9
630,Nyurba,1,RU,1565570538,61,118.35,63.29,19.22,1.22,1008.13
631,Wakkanai,75,JP,1565570539,88,141.67,45.41,17.0,5.1,1007.0
632,Payo,37,ID,1565570539,66,103.64,-3.75,18.92,1.43,1012.4
633,Urengoy,51,RU,1565570539,75,78.37,65.96,6.92,2.47,1014.96
634,Sao Paulo de Olivenca,30,BR,1565570539,67,-68.87,-3.38,25.92,0.57,1010.29
635,Jamame,47,SO,1565570539,72,42.75,0.07,24.32,4.8,1014.83
636,Broken Hill,0,AU,1565570205,70,141.45,-31.97,7.0,4.1,1027.0
637,Jalu,0,LY,1565570539,72,21.55,29.03,24.12,4.54,1007.11
638,Aksarka,100,RU,1565569993,88,67.8,66.56,8.52,4.6,1011.49
639,Winslow,40,GB,1565570540,93,-0.88,51.94,15.0,3.1,1013.0
640,Bellmead,5,US,1565570458,32,-97.11,31.59,37.0,5.1,1012.0
641,Sao Felix do Xingu,0,BR,1565570462,40,-51.99,-6.64,23.82,0.68,1012.78
642,Ayan,0,IR,1565570232,60,44.7,38.23,20.0,1.0,1015.0
643,Clemencia,40,CO,1565570540,74,-75.33,10.57,30.0,3.1,1008.0
644,Puri,0,ID,1565570171,77,112.45,-7.54,23.12,2.56,1013.23
645,Sosnovo-Ozerskoye,100,RU,1565570540,94,111.54,52.53,11.42,5.33,1006.9
646,Sao Jose da Coroa Grande,19,BR,1565570540,95,-35.15,-8.9,20.92,1.55,1018.93
647,Yabrud,0,SY,1565570541,78,36.66,33.97,22.0,5.1,1008.0
648,Lahat,37,ID,1565570541,66,103.55,-3.78,18.92,1.43,1012.4
649,Akcakoca,0,TR,1565570541,86,31.12,41.09,17.02,1.72,1014.67
650,Tucuman,0,PE,1565570541,37,-70.89,-17.17,9.32,0.96,1017.92
651,Salalah,75,OM,1565570136,88,54.1,17.01,25.0,2.6,1000.0
652,Havre,40,US,1565570541,77,-109.68,48.55,19.44,5.1,1013.0
653,Ingham,0,AU,1565570542,27,146.16,-18.65,20.02,0.6,1021.06
654,Vung Tau,35,VN,1565570474,88,107.08,10.35,26.32,1.25,1009.47
655,Xapuri,57,BR,1565570542,48,-68.5,-10.65,25.92,0.27,1009.95
656,Novokayakent,37,RU,1565570542,45,47.99,42.39,20.0,3.0,1016.0
657,Afyonkarahisar,0,TR,1565570542,60,30.53,38.76,17.78,2.68,1017.0
658,Akhmeta,75,GE,1565570542,60,45.21,42.03,22.0,3.1,1020.0
659,Novobirilyussy,75,RU,1565570543,94,90.69,56.95,10.22,1.81,1014.79
660,Oranjemund,0,ZA,1565570196,88,16.43,-28.55,13.12,4.97,1024.05
661,Qinzhou,97,CN,1565570543,82,108.62,21.96,29.12,1.33,1001.72
662,Sebring,1,US,1565570531,94,-81.44,27.5,28.33,1.5,1015.0
663,Cheremukhovo,53,RU,1565570543,93,46.23,56.23,7.52,3.56,1012.3
664,Kieta,42,PG,1565570543,73,155.63,-6.22,27.62,2.34,1012.25
665,Padampur,17,IN,1565570543,51,73.62,29.71,32.72,2.2,997.66
666,Santa Marinella,0,IT,1565570543,83,11.87,42.04,26.67,1.5,1013.0
667,Fayaoue,100,NC,1565570544,93,166.53,-20.65,23.12,5.24,1015.2
668,Chapada dos Guimaraes,0,BR,1565570544,39,-55.75,-15.46,27.0,1.5,1014.0
669,Caravelas,0,BR,1565570043,86,-39.27,-17.73,22.52,3.61,1021.97
670,Polunochnoye,100,RU,1565570544,99,60.43,60.87,11.52,0.45,999.35
671,Puerto Maldonado,0,PE,1565570544,57,-69.19,-12.59,25.32,0.55,1011.39
